Class,CBO,DIT,LOC
"org.wildfly.extension.batch.Element",3,n/a,40
"org.wildfly.extension.batch.JobRepositoryDefinition",6,2,33
"org.wildfly.extension.batch.JobRepositoryDefinition.JobRepositoryAdd",2,2,12
"org.wildfly.extension.batch.Namespace",2,n/a,39
"org.wildfly.extension.batch._private.Capabilities",3,1,12
"org.wildfly.extension.batch.deployment.BatchEnvironmentProcessor",12,1,47
"org.wildfly.extension.batch.jberet.Attribute",4,n/a,37
"org.wildfly.extension.batch.jberet.AttributeMarshallers",4,1,25
"org.wildfly.extension.batch.jberet.BatchConfigurationService",3,1,41
"org.wildfly.extension.batch.jberet.BatchResourceDescriptionResolver",8,1,23
"org.wildfly.extension.batch.jberet.BatchServiceNames",6,1,69
"org.wildfly.extension.batch.jberet.BatchSubsystemDefinition",17,2,76
"org.wildfly.extension.batch.jberet.BatchSubsystemDefinition.BatchSubsystemAdd",10,2,46
"org.wildfly.extension.batch.jberet.BatchSubsystemExtension",10,1,29
"org.wildfly.extension.batch.jberet.BatchSubsystemParser_1_0",8,1,107
"org.wildfly.extension.batch.jberet.BatchSubsystemWriter",8,1,54
"org.wildfly.extension.batch.jberet.Element",3,n/a,45
"org.wildfly.extension.batch.jberet.Namespace",3,n/a,40
"org.wildfly.extension.batch.jberet._private.Capabilities",11,1,27
"org.wildfly.extension.batch.jberet.deployment.BatchDependencyProcessor",2,1,23
"org.wildfly.extension.batch.jberet.deployment.BatchDeploymentDescriptorParser_1_0",6,1,74
"org.wildfly.extension.batch.jberet.deployment.BatchDeploymentResourceDefinition",7,2,74
"org.wildfly.extension.batch.jberet.deployment.BatchDeploymentResourceProcessor",10,1,51
"org.wildfly.extension.batch.jberet.deployment.BatchEnvironmentMetaData",3,1,29
"org.wildfly.extension.batch.jberet.deployment.BatchEnvironmentProcessor",11,1,75
"org.wildfly.extension.batch.jberet.deployment.BatchJobExecutionResource",3,1,167
"org.wildfly.extension.batch.jberet.deployment.BatchJobExecutionResourceDefinition",15,2,127
"org.wildfly.extension.batch.jberet.deployment.BatchJobExecutionResourceDefinition.DateTimeFormatterOperationStepHandler",2,4,10
"org.wildfly.extension.batch.jberet.deployment.BatchJobExecutionResourceDefinition.JobExecutionOperationStepHandler",2,3,8
"org.wildfly.extension.batch.jberet.deployment.BatchJobResourceDefinition",6,2,33
"org.wildfly.extension.batch.jberet.deployment.JobOperationStepHandler",5,1,46
"org.wildfly.extension.batch.jberet.deployment.JobOperationUpdateStepHandler",2,2,22
"org.wildfly.extension.batch.jberet.deployment.JobOperatorService",2,1,277
"org.wildfly.extension.batch.jberet.deployment.WildFlyJobXmlResolver",8,1,123
"org.wildfly.extension.batch.jberet.deployment.WildFlyJobXmlResolver.JobXmlFilter",1,1,7
"org.wildfly.extension.batch.jberet.impl.BatchEnvironmentService",7,1,115
"org.wildfly.extension.batch.jberet.impl.BatchEnvironmentService.BatchJobServerActivity",3,1,99
"org.wildfly.extension.batch.jberet.impl.BatchEnvironmentService.WildFlyBatchEnvironment",9,1,77
"org.wildfly.extension.batch.jberet.impl.ClassLoaderContextHandle",4,1,20
"org.wildfly.extension.batch.jberet.impl.ContextHandle.ChainedContextHandle",4,1,51
"org.wildfly.extension.batch.jberet.impl.JobExecutorService",3,1,22
"org.wildfly.extension.batch.jberet.impl.NamespaceContextHandle",5,1,19
"org.wildfly.extension.batch.jberet.impl.SecurityContextHandle",6,1,44
"org.wildfly.extension.batch.jberet.impl.WildFlyArtifactFactory",2,2,36
"org.wildfly.extension.batch.jberet.impl.WildFlyJobExecutor",1,2,14
"org.wildfly.extension.batch.jberet.job.repository.InMemoryJobRepositoryDefinition",7,2,17
"org.wildfly.extension.batch.jberet.job.repository.InMemoryJobRepositoryDefinition.InMemoryAddHandler",3,2,12
"org.wildfly.extension.batch.jberet.job.repository.InMemoryJobRepositoryService",2,2,20
"org.wildfly.extension.batch.jberet.job.repository.JdbcJobRepositoryDefinition",6,2,25
"org.wildfly.extension.batch.jberet.job.repository.JdbcJobRepositoryDefinition.JdbcRepositoryAddHandler",3,2,18
"org.wildfly.extension.batch.jberet.job.repository.JdbcJobRepositoryService",3,2,44
"org.wildfly.extension.batch.jberet.job.repository.JobRepositoryService",3,1,133
"org.wildfly.extension.batch.jberet.thread.pool.BatchThreadPoolResourceDefinition",8,2,27
"org.wildfly.extension.batch.jberet.thread.pool.BatchThreadPoolResourceDefinition.BatchThreadFactoryResolver",1,3,10
"org.wildfly.extension.batch.jberet.thread.pool.BatchThreadPoolResourceDefinition.BatchThreadPoolAdd",6,3,19
"org.wildfly.extension.batch.jberet.thread.pool.BatchThreadPoolResourceDefinition.BatchThreadPoolDescriptionResolver",2,1,115
"org.wildfly.extension.batch.jberet.thread.pool.BatchThreadPoolResourceDefinition.BatchThreadPoolRemove",3,3,12
"org.wildfly.extension.batch.job.repository.JobRepositoryFactory",6,1,42
"org.wildfly.extension.batch.job.repository.JobRepositoryType",5,n/a,29
"org.wildfly.extension.beanvalidation.BeanValidationExtension",5,1,29
"org.wildfly.extension.beanvalidation.BeanValidationRootDefinition",3,3,20
"org.wildfly.extension.beanvalidation.BeanValidationSubsystemAdd",7,3,21
"org.wildfly.extension.beanvalidation.BeanValidationSubsystemParser",3,1,29
"org.wildfly.extension.beanvalidation.Namespace",2,n/a,38
"org.wildfly.extension.clustering.singleton.ElectionPolicyBuilder",16,2,41
"org.wildfly.extension.clustering.singleton.ElectionPolicyResourceDefinition",6,4,13
"org.wildfly.extension.clustering.singleton.ElectionPolicyResourceDefinition.Attribute",10,n/a,25
"org.wildfly.extension.clustering.singleton.ElectionPolicyResourceDefinition.Capability",4,n/a,16
"org.wildfly.extension.clustering.singleton.ElectionPolicyServiceNameProvider",3,1,14
"org.wildfly.extension.clustering.singleton.RandomElectionPolicyBuilder",4,3,12
"org.wildfly.extension.clustering.singleton.RandomElectionPolicyBuilderFactory",5,1,9
"org.wildfly.extension.clustering.singleton.RandomElectionPolicyResourceDefinition",14,5,21
"org.wildfly.extension.clustering.singleton.SimpleElectionPolicyBuilder",7,3,19
"org.wildfly.extension.clustering.singleton.SimpleElectionPolicyBuilderFactory",5,1,9
"org.wildfly.extension.clustering.singleton.SimpleElectionPolicyResourceDefinition",17,5,23
"org.wildfly.extension.clustering.singleton.SimpleElectionPolicyResourceDefinition.Attribute",6,n/a,16
"org.wildfly.extension.clustering.singleton.SingletonExtension",8,1,19
"org.wildfly.extension.clustering.singleton.SingletonModel",2,n/a,17
"org.wildfly.extension.clustering.singleton.SingletonPolicyBuilder",15,1,37
"org.wildfly.extension.clustering.singleton.SingletonPolicyBuilderFactory",5,1,9
"org.wildfly.extension.clustering.singleton.SingletonPolicyResourceDefinition",19,4,26
"org.wildfly.extension.clustering.singleton.SingletonPolicyResourceDefinition.Attribute",7,n/a,18
"org.wildfly.extension.clustering.singleton.SingletonPolicyResourceDefinition.Capability",6,n/a,12
"org.wildfly.extension.clustering.singleton.SingletonResourceDefinition",14,4,23
"org.wildfly.extension.clustering.singleton.SingletonResourceDefinition.Attribute",9,n/a,15
"org.wildfly.extension.clustering.singleton.SingletonResourceDefinition.Capability",5,n/a,16
"org.wildfly.extension.clustering.singleton.SingletonResourceDescriptionResolver",6,3,15
"org.wildfly.extension.clustering.singleton.SingletonSchema",5,n/a,27
"org.wildfly.extension.clustering.singleton.SingletonServiceHandler",14,1,28
"org.wildfly.extension.clustering.singleton.SingletonXMLReader",15,1,154
"org.wildfly.extension.clustering.singleton.SingletonXMLWriter",16,1,70
"org.wildfly.extension.clustering.singleton.XMLAttribute",10,n/a,43
"org.wildfly.extension.clustering.singleton.XMLElement",7,n/a,39
"org.wildfly.extension.clustering.singleton.deployment.MutableSingletonDeploymentConfiguration",4,1,24
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentDependencyProcessor",5,1,20
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentParsingProcessor",6,1,49
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentProcessor",5,1,19
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentSchema",4,n/a,33
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentUnitPhaseBuilder",4,1,14
"org.wildfly.extension.clustering.singleton.deployment.SingletonDeploymentXMLReader",5,1,33
"org.wildfly.extension.clustering.singleton.deployment.SingletonSubDeploymentUnitPhaseBuilder",2,1,22
"org.wildfly.extension.clustering.singleton.election.OutboundSocketBindingPreference",3,1,19
"org.wildfly.extension.messaging.activemq.AbstractActiveMQComponentControlHandler",14,2,207
"org.wildfly.extension.messaging.activemq.AbstractQueueControlHandler",14,2,322
"org.wildfly.extension.messaging.activemq.AbstractTransportDefinition",11,3,46
"org.wildfly.extension.messaging.activemq.AcceptorControlHandler",3,3,17
"org.wildfly.extension.messaging.activemq.ActiveMQActivationService",28,1,63
"org.wildfly.extension.messaging.activemq.ActiveMQReloadRequiredHandlers.AddStepHandler",4,2,22
"org.wildfly.extension.messaging.activemq.ActiveMQReloadRequiredHandlers.RemoveStepHandler",3,2,16
"org.wildfly.extension.messaging.activemq.ActiveMQReloadRequiredHandlers.WriteAttributeHandler",6,2,22
"org.wildfly.extension.messaging.activemq.ActiveMQServerControlHandler",8,2,296
"org.wildfly.extension.messaging.activemq.ActiveMQServerControlWriteHandler",4,2,94
"org.wildfly.extension.messaging.activemq.ActiveMQServerControlWriteHandler.MessageCounterEnabledHandler",1,1,16
"org.wildfly.extension.messaging.activemq.ActiveMQServerResource",5,1,214
"org.wildfly.extension.messaging.activemq.ActiveMQServerService",15,1,267
"org.wildfly.extension.messaging.activemq.ActiveMQServerService.PathConfig",3,1,60
"org.wildfly.extension.messaging.activemq.AddressControlHandler",6,2,78
"org.wildfly.extension.messaging.activemq.AddressSettingAdd",6,2,100
"org.wildfly.extension.messaging.activemq.AddressSettingDefinition",8,3,153
"org.wildfly.extension.messaging.activemq.AddressSettingRemove",2,2,24
"org.wildfly.extension.messaging.activemq.AddressSettingsResolveHandler",6,2,70
"org.wildfly.extension.messaging.activemq.AddressSettingsValidator",6,1,73
"org.wildfly.extension.messaging.activemq.AddressSettingsWriteHandler",6,2,46
"org.wildfly.extension.messaging.activemq.AlternativeAttributeCheckHandler",14,1,52
"org.wildfly.extension.messaging.activemq.BinderServiceUtil",13,1,78
"org.wildfly.extension.messaging.activemq.BinderServiceUtil.AliasManagedReferenceFactory",5,1,27
"org.wildfly.extension.messaging.activemq.BridgeAdd",7,2,138
"org.wildfly.extension.messaging.activemq.BridgeControlHandler",3,3,17
"org.wildfly.extension.messaging.activemq.BridgeDefinition",9,3,107
"org.wildfly.extension.messaging.activemq.BridgeRemove",3,2,41
"org.wildfly.extension.messaging.activemq.BridgeWriteAttributeHandler",2,3,16
"org.wildfly.extension.messaging.activemq.BroadcastGroupAdd",9,2,99
"org.wildfly.extension.messaging.activemq.BroadcastGroupControlHandler",3,3,33
"org.wildfly.extension.messaging.activemq.BroadcastGroupDefinition",11,3,77
"org.wildfly.extension.messaging.activemq.BroadcastGroupRemove",1,2,19
"org.wildfly.extension.messaging.activemq.BroadcastGroupWriteAttributeHandler",2,3,24
"org.wildfly.extension.messaging.activemq.ClusterConnectionAdd",5,2,96
"org.wildfly.extension.messaging.activemq.ClusterConnectionControlHandler",3,3,50
"org.wildfly.extension.messaging.activemq.ClusterConnectionDefinition",9,3,183
"org.wildfly.extension.messaging.activemq.ClusterConnectionRemove",1,2,19
"org.wildfly.extension.messaging.activemq.ClusterConnectionWriteAttributeHandler",2,3,16
"org.wildfly.extension.messaging.activemq.ConnectorServiceDefinition",7,3,47
"org.wildfly.extension.messaging.activemq.CoreAddressDefinition",5,2,41
"org.wildfly.extension.messaging.activemq.CoreAddressResource",7,1,128
"org.wildfly.extension.messaging.activemq.CoreAddressResource.CoreAddressResourceEntry",3,2,22
"org.wildfly.extension.messaging.activemq.DefaultCredentials",2,1,16
"org.wildfly.extension.messaging.activemq.DiscoveryGroupAdd",7,2,79
"org.wildfly.extension.messaging.activemq.DiscoveryGroupDefinition",7,3,46
"org.wildfly.extension.messaging.activemq.DiscoveryGroupRemove",1,2,19
"org.wildfly.extension.messaging.activemq.DiscoveryGroupWriteAttributeHandler",2,3,16
"org.wildfly.extension.messaging.activemq.DivertAdd",6,2,68
"org.wildfly.extension.messaging.activemq.DivertConfigurationWriteHandler",1,3,11
"org.wildfly.extension.messaging.activemq.DivertDefinition",7,3,52
"org.wildfly.extension.messaging.activemq.DivertRemove",3,2,41
"org.wildfly.extension.messaging.activemq.ExportJournalOperation",4,2,61
"org.wildfly.extension.messaging.activemq.GenericTransportDefinition",7,4,18
"org.wildfly.extension.messaging.activemq.GroupBindingService",4,1,30
"org.wildfly.extension.messaging.activemq.GroupingHandlerAdd",6,2,61
"org.wildfly.extension.messaging.activemq.GroupingHandlerDefinition",7,3,59
"org.wildfly.extension.messaging.activemq.GroupingHandlerRemove",1,2,19
"org.wildfly.extension.messaging.activemq.GroupingHandlerWriteAttributeHandler",1,3,11
"org.wildfly.extension.messaging.activemq.HTTPAcceptorAdd",5,3,33
"org.wildfly.extension.messaging.activemq.HTTPAcceptorDefinition",8,3,41
"org.wildfly.extension.messaging.activemq.HTTPAcceptorRemove",3,2,19
"org.wildfly.extension.messaging.activemq.HTTPConnectorDefinition",7,4,29
"org.wildfly.extension.messaging.activemq.HTTPUpgradeService",10,1,112
"org.wildfly.extension.messaging.activemq.HTTPUpgradeService.LegacyHttpUpgradeService",5,2,34
"org.wildfly.extension.messaging.activemq.ImportJournalOperation",4,2,63
"org.wildfly.extension.messaging.activemq.InVMTransportDefinition",7,4,30
"org.wildfly.extension.messaging.activemq.JGroupsChannelLocator",3,1,20
"org.wildfly.extension.messaging.activemq.ManagementUtil",6,1,53
"org.wildfly.extension.messaging.activemq.MessagingExtension",43,1,101
"org.wildfly.extension.messaging.activemq.MessagingServices",60,1,41
"org.wildfly.extension.messaging.activemq.MessagingSubsystemAdd",13,3,33
"org.wildfly.extension.messaging.activemq.MessagingSubsystemParser_1_0",40,1,548
"org.wildfly.extension.messaging.activemq.MessagingSubsystemRootResourceDefinition",3,3,18
"org.wildfly.extension.messaging.activemq.OperationDefinitionHelper",9,1,34
"org.wildfly.extension.messaging.activemq.OperationValidator.AttributeDefinitionOperationValidator",2,1,38
"org.wildfly.extension.messaging.activemq.PathDefinition",10,3,108
"org.wildfly.extension.messaging.activemq.QueueAdd",6,2,55
"org.wildfly.extension.messaging.activemq.QueueConfigurationWriteHandler",1,3,11
"org.wildfly.extension.messaging.activemq.QueueControlHandler",7,3,169
"org.wildfly.extension.messaging.activemq.QueueControlHandler.TypeValidator",1,2,16
"org.wildfly.extension.messaging.activemq.QueueDefinition",11,3,105
"org.wildfly.extension.messaging.activemq.QueueReadAttributeHandler",5,2,92
"org.wildfly.extension.messaging.activemq.QueueRemove",2,2,20
"org.wildfly.extension.messaging.activemq.QueueService",2,1,47
"org.wildfly.extension.messaging.activemq.RemoteTransportDefinition",10,4,31
"org.wildfly.extension.messaging.activemq.SecurityRoleAdd",3,2,43
"org.wildfly.extension.messaging.activemq.SecurityRoleAttributeHandler",2,2,45
"org.wildfly.extension.messaging.activemq.SecurityRoleDefinition",12,3,87
"org.wildfly.extension.messaging.activemq.SecurityRoleReadAttributeHandler",5,2,47
"org.wildfly.extension.messaging.activemq.SecurityRoleRemove",3,2,36
"org.wildfly.extension.messaging.activemq.SecurityRoleResource",3,1,80
"org.wildfly.extension.messaging.activemq.SecurityRoleResource.SecurityRoleResourceEntry",3,2,18
"org.wildfly.extension.messaging.activemq.SecuritySettingAdd",2,2,29
"org.wildfly.extension.messaging.activemq.SecuritySettingDefinition",6,3,29
"org.wildfly.extension.messaging.activemq.SecuritySettingRemove",2,2,25
"org.wildfly.extension.messaging.activemq.ServerAdd",32,2,325
"org.wildfly.extension.messaging.activemq.ServerDefinition",40,3,467
"org.wildfly.extension.messaging.activemq.ServerRemove",8,2,61
"org.wildfly.extension.messaging.activemq.TransportConfigOperationHandlers",6,1,294
"org.wildfly.extension.messaging.activemq.WildFlySecurityManager",5,1,61
"org.wildfly.extension.messaging.activemq.deployment.CDIDeploymentProcessor",5,1,18
"org.wildfly.extension.messaging.activemq.deployment.DefaultJMSConnectionFactoryBindingProcessor",12,1,41
"org.wildfly.extension.messaging.activemq.deployment.DefaultJMSConnectionFactoryResourceReferenceProcessor",4,1,21
"org.wildfly.extension.messaging.activemq.deployment.DefaultJMSConnectionFactoryResourceReferenceProcessor.JMSConnectionFactoryResourceReferenceProcessor",5,1,12
"org.wildfly.extension.messaging.activemq.deployment.JMSCDIExtension",3,1,30
"org.wildfly.extension.messaging.activemq.deployment.JMSConnectionFactoryDefinitionAnnotationProcessor",6,2,32
"org.wildfly.extension.messaging.activemq.deployment.JMSConnectionFactoryDefinitionDescriptorProcessor",5,3,31
"org.wildfly.extension.messaging.activemq.deployment.JMSConnectionFactoryDefinitionInjectionSource",25,3,260
"org.wildfly.extension.messaging.activemq.deployment.JMSContextProducer",4,1,59
"org.wildfly.extension.messaging.activemq.deployment.JMSContextProducer.JMSContextWrapper",4,1,255
"org.wildfly.extension.messaging.activemq.deployment.JMSContextProducer.JMSInfo",2,1,32
"org.wildfly.extension.messaging.activemq.deployment.JMSDestinationDefinitionAnnotationProcessor",5,2,29
"org.wildfly.extension.messaging.activemq.deployment.JMSDestinationDefinitionDescriptorProcessor",5,3,25
"org.wildfly.extension.messaging.activemq.deployment.JMSDestinationDefinitionInjectionSource",21,3,175
"org.wildfly.extension.messaging.activemq.deployment.JmsDestination",3,1,22
"org.wildfly.extension.messaging.activemq.deployment.MessagingAttachments",3,1,8
"org.wildfly.extension.messaging.activemq.deployment.MessagingDependencyProcessor",2,1,28
"org.wildfly.extension.messaging.activemq.deployment.MessagingDeploymentParser_1_0",5,1,127
"org.wildfly.extension.messaging.activemq.deployment.MessagingJMSDestinationManagedReferenceFactory",6,1,22
"org.wildfly.extension.messaging.activemq.deployment.MessagingXmlInstallDeploymentUnitProcessor",15,1,92
"org.wildfly.extension.messaging.activemq.deployment.MessagingXmlParsingDeploymentUnitProcessor",7,1,85
"org.wildfly.extension.messaging.activemq.deployment.Namespace",2,n/a,36
"org.wildfly.extension.messaging.activemq.deployment.ParseResult",5,1,13
"org.wildfly.extension.messaging.activemq.ha.HAAttributes",8,1,89
"org.wildfly.extension.messaging.activemq.ha.HAPolicyConfigurationBuilder",9,1,48
"org.wildfly.extension.messaging.activemq.ha.LiveOnlyDefinition",10,3,46
"org.wildfly.extension.messaging.activemq.ha.ManagementHelper",10,1,36
"org.wildfly.extension.messaging.activemq.ha.ReplicationColocatedDefinition",10,3,57
"org.wildfly.extension.messaging.activemq.ha.ReplicationMasterDefinition",9,3,44
"org.wildfly.extension.messaging.activemq.ha.ReplicationSlaveDefinition",10,3,53
"org.wildfly.extension.messaging.activemq.ha.ScaleDownAttributes",5,1,77
"org.wildfly.extension.messaging.activemq.ha.SharedStoreColocatedDefinition",10,3,52
"org.wildfly.extension.messaging.activemq.ha.SharedStoreMasterDefinition",9,3,31
"org.wildfly.extension.messaging.activemq.ha.SharedStoreSlaveDefinition",11,3,46
"org.wildfly.extension.messaging.activemq.jms.AbstractJMSRuntimeHandler",9,2,40
"org.wildfly.extension.messaging.activemq.jms.AbstractJMSRuntimeHandler.ResourceConfig",1,1,23
"org.wildfly.extension.messaging.activemq.jms.AbstractUpdateJndiHandler",10,1,110
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryAdd",12,2,93
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryAttribute",10,1,61
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryDefinition",12,3,49
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryReadAttributeHandler",7,2,44
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryRemove",4,2,18
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryService",4,1,73
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryType",2,n/a,21
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryUpdateJndiHandler",2,2,24
"org.wildfly.extension.messaging.activemq.jms.ConnectionFactoryWriteAttributeHandler",7,2,140
"org.wildfly.extension.messaging.activemq.jms.JMSManagementHelper",5,1,20
"org.wildfly.extension.messaging.activemq.jms.JMSManagementHelper.DeliveryModeValidator",1,3,12
"org.wildfly.extension.messaging.activemq.jms.JMSQueueAdd",7,2,36
"org.wildfly.extension.messaging.activemq.jms.JMSQueueConfigurationRuntimeHandler",4,3,26
"org.wildfly.extension.messaging.activemq.jms.JMSQueueConfigurationWriteHandler",1,3,11
"org.wildfly.extension.messaging.activemq.jms.JMSQueueControlHandler",6,3,137
"org.wildfly.extension.messaging.activemq.jms.JMSQueueDefinition",12,3,107
"org.wildfly.extension.messaging.activemq.jms.JMSQueueReadAttributeHandler",5,2,79
"org.wildfly.extension.messaging.activemq.jms.JMSQueueRemove",7,2,41
"org.wildfly.extension.messaging.activemq.jms.JMSQueueService",8,1,82
"org.wildfly.extension.messaging.activemq.jms.JMSQueueUpdateJndiHandler",2,2,24
"org.wildfly.extension.messaging.activemq.jms.JMSServerControlHandler",6,2,124
"org.wildfly.extension.messaging.activemq.jms.JMSService",10,1,146
"org.wildfly.extension.messaging.activemq.jms.JMSServices",17,1,39
"org.wildfly.extension.messaging.activemq.jms.JMSTopicAdd",7,2,33
"org.wildfly.extension.messaging.activemq.jms.JMSTopicConfigurationRuntimeHandler",4,3,16
"org.wildfly.extension.messaging.activemq.jms.JMSTopicConfigurationWriteHandler",1,3,11
"org.wildfly.extension.messaging.activemq.jms.JMSTopicControlHandler",7,2,171
"org.wildfly.extension.messaging.activemq.jms.JMSTopicDefinition",10,3,108
"org.wildfly.extension.messaging.activemq.jms.JMSTopicReadAttributeHandler",5,2,59
"org.wildfly.extension.messaging.activemq.jms.JMSTopicRemove",7,2,40
"org.wildfly.extension.messaging.activemq.jms.JMSTopicService",8,1,78
"org.wildfly.extension.messaging.activemq.jms.JMSTopicUpdateJndiHandler",2,2,24
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryAdd",10,2,86
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryConfigProperties",3,1,24
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryConfigurationRuntimeHandler",4,3,21
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryDefinition",13,3,82
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryRemove",6,2,33
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryService",26,1,371
"org.wildfly.extension.messaging.activemq.jms.PooledConnectionFactoryWriteAttributeHandler",3,3,16
"org.wildfly.extension.messaging.activemq.jms.Validators",5,1,19
"org.wildfly.extension.messaging.activemq.jms.WildFlyBindingRegistry",8,1,67
"org.wildfly.extension.messaging.activemq.jms.WildFlyRecoveryRegistry",2,2,22
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeAdd",9,2,125
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeDefinition",8,3,162
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeHandler",6,2,91
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeRemove",4,2,30
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeService",7,1,92
"org.wildfly.extension.messaging.activemq.jms.bridge.JMSBridgeWriteAttributeHandler",2,3,16
"org.wildfly.extension.messaging.activemq.jms.cli.ConnectionFactoryHandlerProvider",0,1,17
"org.wildfly.extension.messaging.activemq.jms.cli.CreateJMSResourceHandler",1,5,126
"org.wildfly.extension.messaging.activemq.jms.cli.CreateJMSResourceHandlerProvider",1,1,17
"org.wildfly.extension.messaging.activemq.jms.cli.DeleteJMSResourceHandler",1,5,56
"org.wildfly.extension.messaging.activemq.jms.cli.DeleteJMSResourceHandlerProvider",1,1,17
"org.wildfly.extension.messaging.activemq.jms.cli.JMSQueueHandlerProvider",0,1,17
"org.wildfly.extension.messaging.activemq.jms.cli.JMSTopicHandlerProvider",0,1,17
"org.wildfly.extension.messaging.activemq.jms.legacy.LegacyConnectionFactoryAdd",7,2,75
"org.wildfly.extension.messaging.activemq.jms.legacy.LegacyConnectionFactoryDefinition",8,3,238
"org.wildfly.extension.messaging.activemq.jms.legacy.LegacyConnectionFactoryDefinition.HornetQConnectionFactoryType",2,n/a,16
"org.wildfly.extension.messaging.activemq.jms.legacy.LegacyConnectionFactoryRemove",7,2,22
"org.wildfly.extension.messaging.activemq.jms.legacy.LegacyConnectionFactoryService",5,1,245
"org.wildfly.extension.mod_cluster.Attribute",5,n/a,89
"org.wildfly.extension.mod_cluster.ContainerEventHandlerService",20,1,96
"org.wildfly.extension.mod_cluster.CustomLoadMetricAdd",3,2,38
"org.wildfly.extension.mod_cluster.CustomLoadMetricDefinition",11,2,30
"org.wildfly.extension.mod_cluster.DynamicLoadProviderAdd",1,2,22
"org.wildfly.extension.mod_cluster.DynamicLoadProviderDefinition",13,2,38
"org.wildfly.extension.mod_cluster.Element",3,n/a,44
"org.wildfly.extension.mod_cluster.LoadMetricAdd",3,2,52
"org.wildfly.extension.mod_cluster.LoadMetricDefinition",12,2,45
"org.wildfly.extension.mod_cluster.LoadMetricEnum",2,n/a,39
"org.wildfly.extension.mod_cluster.ModClusterAddCustomMetric",4,1,15
"org.wildfly.extension.mod_cluster.ModClusterAddMetric",4,1,15
"org.wildfly.extension.mod_cluster.ModClusterAddProxy",7,1,46
"org.wildfly.extension.mod_cluster.ModClusterAddSSL",2,2,30
"org.wildfly.extension.mod_cluster.ModClusterConfigAdd",2,2,23
"org.wildfly.extension.mod_cluster.ModClusterConfigResourceDefinition",25,2,289
"org.wildfly.extension.mod_cluster.ModClusterDisable",5,1,29
"org.wildfly.extension.mod_cluster.ModClusterDisableContext",6,1,43
"org.wildfly.extension.mod_cluster.ModClusterEnable",5,1,29
"org.wildfly.extension.mod_cluster.ModClusterEnableContext",6,1,43
"org.wildfly.extension.mod_cluster.ModClusterExtension",19,1,52
"org.wildfly.extension.mod_cluster.ModClusterGetProxyConfiguration",6,1,38
"org.wildfly.extension.mod_cluster.ModClusterGetProxyInfo",6,1,38
"org.wildfly.extension.mod_cluster.ModClusterListProxies",6,1,37
"org.wildfly.extension.mod_cluster.ModClusterModel",3,n/a,31
"org.wildfly.extension.mod_cluster.ModClusterRefresh",4,1,24
"org.wildfly.extension.mod_cluster.ModClusterRemoveCustomMetric",5,1,28
"org.wildfly.extension.mod_cluster.ModClusterRemoveMetric",5,1,28
"org.wildfly.extension.mod_cluster.ModClusterRemoveProxy",7,1,47
"org.wildfly.extension.mod_cluster.ModClusterReset",4,1,24
"org.wildfly.extension.mod_cluster.ModClusterSSLResourceDefinition",7,2,74
"org.wildfly.extension.mod_cluster.ModClusterStop",6,1,38
"org.wildfly.extension.mod_cluster.ModClusterStopContext",6,1,46
"org.wildfly.extension.mod_cluster.ModClusterSubsystemAdd",17,3,241
"org.wildfly.extension.mod_cluster.ModClusterSubsystemRemove",2,2,12
"org.wildfly.extension.mod_cluster.ModClusterSubsystemResourceDefinition",22,2,75
"org.wildfly.extension.mod_cluster.ModClusterSubsystemXMLReader_1_0",13,1,236
"org.wildfly.extension.mod_cluster.ModClusterSubsystemXMLReader_1_1",4,2,42
"org.wildfly.extension.mod_cluster.ModClusterSubsystemXMLReader_1_2",4,2,43
"org.wildfly.extension.mod_cluster.ModClusterSubsystemXMLReader_2_0",4,2,51
"org.wildfly.extension.mod_cluster.ModClusterSubsystemXMLWriter",9,1,107
"org.wildfly.extension.mod_cluster.Namespace",6,n/a,36
"org.wildfly.extension.mod_cluster.ProxyConfigurationWriteAttributeHandler",4,3,31
